chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
0wflwm4jebx7n12y,simpleBar,pending,What is the difference between the average and the maximum number?,Calculate the average number of fires across all years. Find the maximum number of fires among the entire period. Subtract the average from the maximum value.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of fires""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Number of fires""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}]}",,
21fa7gb8l1ix6yfm,stackedBar,pending,Which method shows the highest difference between every day and less often?,"Compute the absolute difference between the ""EVERY DAY"" and ""LESS OFTEN"" values for each method. Select the method that yields the maximum difference.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""EVERY DAY"", ""groupB"": ""LESS OFTEN"", ""seriesField"": ""Frequency"", ""by"": ""Method"", ""field"": ""Share_of_Respondents"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share_of_Respondents""}]}",,
0zjxkqy20iibpdvo,groupedBar,pending,What is the difference between the average for Female on platforms more used by Male and the average for Male on platforms more used by Female?,Compare the Male and Female values for each platform to establish which gender has the higher share. Sort the platforms into a male-dominated group and a female-dominated group based on these comparisons. Average the Female values across the male-dominated platforms. Calculate the average of the Male values across the female-dominated platforms. Subtract the smaller average from the larger one.,,,2026-05-25T01:48:23
0xnim79vztf8hjor,simpleBar,pending,Which year shows the highest difference from the average?,Calculate the average of the ticket prices across all fiscal years. Compute the absolute difference between each year's value and that average. Select the year that yields the maximum difference.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average ticket price in US dollars""}], ""ops2"": [{""op"": ""diffByValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""targetValue"": ""ref:n1"", ""field"": ""Average ticket price in US dollars"", ""signed"": false}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Average ticket price in US dollars""}]}",,
0w88bu7qm4ilsqmh,simpleBar,pending,What is the difference between the average of before 2000 and from 2010?,Extract the values for the years before 2000 and the years from 2010 onwards. Average the values within the earlier time period. Calculate the average for the later time period. Subtract the smaller average from the larger one.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2000""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Installed base in million units""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": "">="", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Installed base in million units""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,
0yx2080f08329xxb,groupedBar,pending,What is the difference between the average of the blue and orange bars in the first five years and the average of the blue and orange bars in the last five years?,Identify the first five years and the last five years in the dataset. Average all bar values across both channels for the first five years. Compute the mean of all bar values across both channels for the last five years. Subtract the later period's average from the earlier period's average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2009"", ""2013""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Value market share""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2014"", ""2018""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Value market share""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,
3z678inbp0t89ahu,multipleLine,pending,In how many years was the difference between Disatisfied and Satisfied less than the difference between their means?,Calculate the average of the Dissatisfied values across all years. Compute the average of the Satisfied values across the same period. Subtract the Satisfied average from the Dissatisfied average to establish the overall difference. Find the absolute difference between the two opinions for each individual year. Count the years where this yearly gap is smaller than the overall difference.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents"", ""group"": ""Dissatisfied""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents"", ""group"": ""Satisfied""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops3"": [{""op"": ""pairDiff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""groupA"": ""Dissatisfied"", ""groupB"": ""Satisfied"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage_of_Respondents"", ""absolute"": true}], ""ops4"": [{""op"": ""filter"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n3""], ""sentenceIndex"": 4}, ""field"": ""Percentage_of_Respondents"", ""operator"": ""<"", ""value"": ""ref:n3""}, {""op"": ""count"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 4}}]}",,
3un2wyjae3ebkncl,multipleLine,pending,"What is the average of the Internet, where the value of the year is higher than that of Radio and lower than that of Newspaper?",Filter the years to those where the Internet share is greater than the Radio share and less than the Newspaper share. Select the Internet values for these qualifying years. Compute the average of the selected numbers.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Internet""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}]}",,
1xz4egh52kvh2xwx,stackedBar,pending,Is the sum of the orange and red values ​​from 2017 to 2020 greater than the US value in 2020?,Map the orange and red colors to their corresponding regions in the chart legend. Sum the values for these two regions across all years from 2017 to 2020. Extract the value for the US region in the year 2020. Compare the calculated sum against the 2020 US value to determine if it is larger.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Total_Revenue_Million_USD"", ""group"": [""Canada"", ""Other International""]}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2020"", ""field"": ""Total_Revenue_Million_USD"", ""group"": ""US""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}]}",,
7272hodb02i6e09q,simpleLine,pending,What is the difference between the maximum before 2014 and the maximum after 2014?,Find the maximum population growth value among the years prior to 2014. Determine the maximum value among the years following 2014. Subtract the smaller of these two maxima from the larger.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2014""}, {""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Population growth compared to previous year""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": "">"", ""value"": ""2014""}, {""op"": ""findExtremum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Population growth compared to previous year""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,
1y6itl6f2ho959ec,stackedBar,pending,How many countries have higher red and orange values than Chile?,Identify the red and orange values as the Disapproves and No answer categories based on the default color scheme. Sum the shares of these two categories for Chile. Compute the equivalent combined share for each of the other countries. Count the countries that have a total greater than the one calculated for Chile.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Chile"", ""field"": ""Share_of_Respondents"", ""group"": ""Disapproves""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Chile"", ""field"": ""Share_of_Respondents"", ""group"": ""No answer""}, {""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""group"": [""Disapproves"", ""No answer""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}], ""ops3"": [{""op"": ""diffByValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5"", ""n3""], ""sentenceIndex"": 3}, ""targetValue"": ""ref:n3"", ""field"": ""Share_of_Respondents"", ""signed"": true}, {""op"": ""filter"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""value"": 0}, {""op"": ""count"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n7""], ""sentenceIndex"": 3}}]}",,
4ldjaoujpydpkbu5,multipleLine,pending,In how many years was the difference between Female and Male higher than average?,Find the absolute difference between the Female and Male values for each year. Calculate the average of these yearly differences. Compare the gap for each year against this overall average. Count the years that exceed it.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Female"", ""groupB"": ""Male"", ""seriesField"": ""Gender"", ""by"": ""Year"", ""field"": ""Inhabitants in millions"", ""absolute"": true}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Inhabitants in millions""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""field"": ""Inhabitants in millions"", ""operator"": "">"", ""value"": ""ref:n2""}, {""op"": ""count"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}}]}",,
0k75gqf8ckjikdym,groupedBar,pending,For which year was the difference between the average age at marriage for men and women the lowest?,Compute the absolute difference between the Male and Female values for each year. Select the year that minimizes that difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Male"", ""groupB"": ""Female"", ""seriesField"": ""Gender"", ""by"": ""Year"", ""field"": ""Average age at marriage"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Average age at marriage""}]}",,
1p4nnba4568wza9n,multipleLine,pending,How many times did the dominant opinion change?,Determine the dominant opinion for each year by finding the category with the highest percentage. Order the years chronologically. Compare the dominant opinion of each year to that of the preceding year. Count the instances where the dominant opinion differs from the previous one.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Good"", ""groupB"": ""Bad"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""signed"": true}], ""ops2"": [{""op"": ""monotonicRun"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage"", ""direction"": ""increasing"", ""mode"": ""all"", ""orderField"": ""Year""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
0gzowodb2py0d1s9,stackedBar,pending,How many years did Thailand's revenue exceed that of the Philippines'?,Find the revenue values for Thailand and the Philippines across all years. Compare the two country values for each individual year. Count the instances where the Thailand value is strictly greater than the Philippines value.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Thailand"", ""groupB"": ""Philippines"", ""seriesField"": ""Country_Region"", ""by"": ""Year"", ""field"": ""Revenue_Million_USD"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
0nmj7sdej4cipma7,stackedBar,pending,Which country had the most significant difference in net sales between the years 2019 and 2020?,"Treat ""country"" as referring to the segments in the chart. Compute the absolute difference in net sales between 2019 and 2020 for each segment. Select the segment that yields the largest difference.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""2020"", ""groupB"": ""2019"", ""seriesField"": ""Year"", ""by"": ""Segment"", ""field"": ""Net sales in million US dollars"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Net sales in million US dollars""}]}",,
0i9bxppwocx0tyop,simpleBar,pending,How many employees did they have on average between 2008 and 2011?,Treat the period between 2008 and 2011 as inclusive of both boundary years. Extract the number of employees for each year in that range. Calculate the average of these four values.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2008"", ""2011""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of employees""}]}",,
0lua5jsw92d3enb4,groupedBar,pending,How many diet types surpassed the threshold of 0.03% in 2019?,Filter the data to include only the records for the year 2019. Compare the share of respondents for each diet type against the 0.03 threshold. Count the diet types that strictly exceed this value.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""2019""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share of respondents"", ""operator"": "">"", ""value"": 0.03}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,
