chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
12sdcc2xjltg7qj2,groupedBar,pending,pending,"Among the differences between the blue and orange bars, how many times is the largest value greater than the smallest value?",Compute the absolute difference between the two category bars within each year. Select the largest of these yearly differences and the smallest of these yearly differences. Divide the largest difference by the smallest difference to get the multiplicative factor.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Total contributions to presidential candidates"", ""groupB"": ""Total spending by presidential candidates"", ""seriesField"": ""Category"", ""by"": ""Year"", ""field"": ""Value_Million_USD"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Value_Million_USD""}, {""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Value_Million_USD""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""mode"": ""ratio""}]}",,,
72yqb8jwj9a6g4nx,simpleLine,pending,pending,What is the difference between the average from 2011 and the average up to 2010?,"Split the chart into two groups: years up to and including 2010, and years from 2011 onward. Average the “Percentage of internet users” values in the up-to-2010 group. Average the values in the 2011-onward group. Subtract the up-to-2010 average from the 2011-onward average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<="", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage of internet users""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": "">="", ""value"": ""2011""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage of internet users""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
6al86e9qyokma74i,simpleLine,pending,pending,How many years are below average?,Calculate the average of the “Number of renunciations” values across all years in the chart. Compare each year’s value to that average. Count the years whose values fall below the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of renunciations""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of renunciations"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
724mfnyk34kp97le,simpleLine,pending,pending,How many years are there that have a lower value than the average?,Calculate the average of the “Cinema visits in millions” values across all years in the chart. Compare each year’s value to that average. Count the years whose values fall below the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Cinema visits in millions""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Cinema visits in millions"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
1q3mzgt77lwo172f,stackedBar,pending,pending,In which year is the difference between the blue and gray bars the greatest?,"Treat the blue bars as the “0 – 500 million US dollars” segment and the gray bars as the “Over 10,001 million US dollars” segment. Read the Market share values for those two segments in each year. Calculate the absolute difference between the two values for every year. Compare these differences across years and select the year with the largest gap.","{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""0 – 500 million US dollars"", ""groupB"": ""Over 10,001 million US dollars"", ""seriesField"": ""Asset Size"", ""by"": ""Year"", ""field"": ""Market share"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Market share""}]}",,,
0xo3r87obscjsktm,simpleBar,pending,pending,How many times is the difference between El Salvador and Ukraine greater than the difference between El Salvador and Denmark?,"Read the mortality values for El Salvador, Ukraine, and Denmark from the bars. Subtract El Salvador’s value from Ukraine’s value to get one difference. Subtract El Salvador’s value from Denmark’s value to get the other difference. Divide the first difference by the second to obtain the multiplicative factor.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Ukraine"", ""field"": ""Mortality, Per 1 000 000 Inhabitants, 1997""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""El Salvador"", ""field"": ""Mortality, Per 1 000 000 Inhabitants, 1997""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Denmark"", ""field"": ""Mortality, Per 1 000 000 Inhabitants, 1997""}, {""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops3"": [{""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5"", ""mode"": ""ratio""}]}",,,
0ykydh8vao50ceou,groupedBar,pending,pending,Which channel shows the maximum difference between the highest value and the lowest value of each channel?,Group the bars by Channel and read the y-values across all years within each group. Determine the highest and lowest value for each channel. Calculate the range for each channel by subtracting the lowest from the highest. Compare these ranges and select the channel with the largest range.,"{""ops"": [{""op"": ""range"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Share of total gross premiums written""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share of total gross premiums written""}]}",,,
4p1m4tsmzmtvsrys,multipleLine,pending,pending,What is the difference between the days when Obama is higher than Romney and the days when Romney is higher than Obama?,Compare Obama’s and Romney’s Share_of_Respondents at each Date_Range point on the chart. Count the Date_Range entries where Obama’s value is higher and separately count those where Romney’s value is higher. Subtract the smaller count from the larger count to get the difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Obama"", ""groupB"": ""Romney"", ""seriesField"": ""Candidate"", ""by"": ""Date_Range"", ""field"": ""Share_of_Respondents"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""operator"": "">"", ""value"": 0}, {""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}}], ""ops3"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""operator"": ""<"", ""value"": 0}, {""op"": ""count"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}}], ""ops4"": [{""op"": ""diff"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5"", ""signed"": false}]}",,,
0wflwm4jebx7n12y,simpleBar,pending,pending,What is the difference between the average and the maximum number?,Find the maximum value of the “Number of fires” bars. Calculate the average of “Number of fires” across all years shown. Subtract the average from the maximum.,"{""ops"": [{""op"": ""findExtremum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""which"": ""max"", ""field"": ""Number of fires""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Number of fires""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
21fa7gb8l1ix6yfm,stackedBar,pending,pending,Which method shows the highest difference between every day and less often?,Read the “EVERY DAY” and “LESS OFTEN” segment values for each Method in the stacked bars. Calculate the absolute difference between those two Frequency values within each Method. Compare these differences across all Methods. Select the Method with the largest difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""EVERY DAY"", ""groupB"": ""LESS OFTEN"", ""seriesField"": ""Frequency"", ""by"": ""Method"", ""field"": ""Share_of_Respondents"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Share_of_Respondents""}]}",,,
0zjxkqy20iibpdvo,groupedBar,pending,pending,What is the difference between the average for Female on platforms more used by Male and the average for Male on platforms more used by Female?,Compare the Male and Female bars within each platform to split platforms into those more used by Male versus more used by Female. Average the Female values across the platforms where the Male bar is higher. Average the Male values across the platforms where the Female bar is higher. Subtract the second average from the first.,,,,2026-05-25T01:48:23
0xnim79vztf8hjor,simpleBar,pending,pending,Which year shows the highest difference from the average?,Calculate the average of the “Average ticket price in US dollars” values across all fiscal years. Compute the absolute difference between each year’s value and that overall average. Compare these absolute differences across years. Select the fiscal year with the largest absolute difference.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Average ticket price in US dollars""}], ""ops2"": [{""op"": ""diffByValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""targetValue"": ""ref:n1"", ""field"": ""Average ticket price in US dollars"", ""signed"": false}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Average ticket price in US dollars""}]}",,,
0w88bu7qm4ilsqmh,simpleBar,pending,pending,What is the difference between the average of before 2000 and from 2010?,Split the bars into those with Year before 2000 and those with Year from 2010 onward. Average the “Installed base in million units” values within each of the two groups. Subtract the earlier-period average from the later-period average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2000""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Installed base in million units""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": "">="", ""value"": ""2010""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Installed base in million units""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n2""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n2"", ""signed"": true}]}",,,
0yx2080f08329xxb,groupedBar,pending,pending,What is the difference between the average of the blue and orange bars in the first five years and the average of the blue and orange bars in the last five years?,Treat the first five years as 2009–2013 and the last five years as 2014–2018. Average the blue and orange bar values across all bars in the first five years (10 bars total). Average the blue and orange bar values across all bars in the last five years (10 bars total). Subtract the last-five-years average from the first-five-years average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2009"", ""2013""]}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Value market share""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2014"", ""2018""]}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Value market share""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
3z678inbp0t89ahu,multipleLine,pending,pending,In how many years was the difference between Disatisfied and Satisfied less than the difference between their means?,Compute the mean Percentage_of_Respondents for Dissatisfied across all years and the mean for Satisfied across all years. Subtract the Satisfied mean from the Dissatisfied mean to get the difference between their means. Calculate the yearly gap by subtracting Satisfied from Dissatisfied for each year. Compare each yearly gap to the mean-difference value. Count the years where the yearly gap is smaller.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents"", ""group"": ""Dissatisfied""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Percentage_of_Respondents"", ""group"": ""Satisfied""}], ""ops2"": [{""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2"", ""signed"": true}], ""ops3"": [{""op"": ""pairDiff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""groupA"": ""Dissatisfied"", ""groupB"": ""Satisfied"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage_of_Respondents"", ""signed"": true}], ""ops4"": [{""op"": ""filter"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4"", ""n3""], ""sentenceIndex"": 4}, ""operator"": ""<"", ""value"": ""ref:n3""}, {""op"": ""count"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 5}}]}",,,
3un2wyjae3ebkncl,multipleLine,pending,pending,"What is the average of the Internet, where the value of the year is higher than that of Radio and lower than that of Newspaper?",Filter the chart to the Internet series and keep only years where the Internet value lies between the Radio and Newspaper values for the same year. Collect the Internet Share_of_Respondents values for those qualifying years. Sum those Internet values and divide by the count of qualifying years to get the average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Internet""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share_of_Respondents""}]}",,,
1xz4egh52kvh2xwx,stackedBar,pending,pending,Is the sum of the orange and red values ​​from 2017 to 2020 greater than the US value in 2020?,Treat the orange and red segments as the non-US regions (Canada and Other International) in each stacked bar. Sum the Canada and Other International values across the years 2017 through 2020. Compare that combined total to the US segment value for the year 2020.,"{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Total_Revenue_Million_USD"", ""group"": [""Canada"", ""Other International""]}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2020"", ""field"": ""Total_Revenue_Million_USD"", ""group"": ""US""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}]}",,,
